"","Year","Site_code","Location","Sample_location","Mesh","Leaf","Person","Rep","Days","T_mu","DD","Initial_AFDM","Final_AFDM","k_ml","k_day_ml","k_dd_ml"
"151",2013,"NIE","US2","1_U2","coarse","alder","M",6,36,7.73888888888889,278.6,3.215,0.9,1.27318787334741,0.0353663298152058,0.00456994929414002
"152",2013,"NIE","US2","1_U2","coarse","alder","P",3,36,7.73888888888889,278.6,3.215,0.4,2.08411808956374,0.0578921691545483,0.00748068230281313
"153",2013,"NIE","US2","1_U2","coarse","alder","M",4,36,7.73888888888889,278.6,3.215,1.18,1.00231291921201,0.0278420255336669,0.00359767738410628
"154",2013,"NIE","US2","1_U2","coarse","alder","P",5,36,7.73888888888889,278.6,3.215,1.72,0.625503066864221,0.0173750851906728,0.00224516535127143
"155",2013,"ROM","DS","3_D","coarse","alder","P",6,35,5.95428571428571,208.4,3.215,2.27,0.348047526196271,0.00994421503417918,0.00167009369575946
"156",2013,"ROM","DS","3_D","coarse","alder","S",1,35,5.95428571428571,208.4,3.215,2.41,0.288200610187019,0.00823430314820054,0.00138292039437149
"157",2013,"ROM","DS","3_D","coarse","alder","P",2,35,5.95428571428571,208.4,3.215,2.39,0.296533991746164,0.0084723997641761,0.00142290782987602
"158",2013,"ROM","DS","3_D","coarse","alder","M",3,35,5.95428571428571,208.4,3.215,2.04,0.454877549833458,0.0129965014238131,0.00218271377079394
"159",2013,"ROM","DS","3_D","coarse","alder","M",5,35,5.95428571428571,208.4,3.215,2.26,0.352462544405388,0.0100703584115825,0.00169127900386463
"160",2013,"ROM","US1","2_U1","coarse","alder","S",1,35,5.4,189,3.215,2.55,0.231733998519248,0.00662097138626422,0.00122610581227115
"161",2013,"ROM","US1","2_U1","coarse","alder","M",2,35,5.4,189,3.215,2.08,0.435459463976356,0.012441698970753,0.00230401832791723
"162",2013,"ROM","US1","2_U1","coarse","alder","S",3,35,5.4,189,3.215,2.38,0.300726870006199,0.00859219628589141,0.00159114746035026
"163",2013,"ROM","US1","2_U1","coarse","alder","M",4,35,5.4,189,3.215,1.99,0.479692718953181,0.0137055062558052,0.002538056714038
"164",2013,"ROM","US1","2_U1","coarse","alder","M",5,35,5.4,189,3.215,2.45,0.271739333132947,0.00776398094665563,0.00143777424938067
"165",2013,"ROM","US1","2_U1","coarse","alder","M",6,35,5.4,189,3.215,2.21,0.374834842159921,0.0107095669188549,0.00198325313312128
"166",2013,"ROM","US2","1_U2","coarse","alder","M",2,35,5.42,189.7,3.215,1.74,0.613942244463145,0.0175412069846613,0.00323638505252053
"167",2013,"ROM","US2","1_U2","coarse","alder","S",1,35,5.42,189.7,3.215,2.34,0.317676428319973,0.00907646938057065,0.00167462534696875
"168",2013,"ROM","US2","1_U2","coarse","alder","S",5,35,5.42,189.7,3.215,2.14,0.407021528655823,0.0116291865330235,0.00214560637140655
"169",2013,"ROM","US2","1_U2","coarse","alder","S",3,35,5.42,189.7,3.215,2.28,0.343651914723233,0.00981862613494952,0.00181155463744456
"170",2013,"ROM","US2","1_U2","coarse","alder","M",4,35,5.42,189.7,3.215,1.64,0.673131115853476,0.0192323175958136,0.00354839808040841
"171",2013,"ROM","US2","1_U2","coarse","alder","M",6,35,5.42,189.7,3.215,1.51,0.75571770686275,0.0215919344817928,0.00398375174940827
"172",2013,"ROT","DS","3_D","coarse","alder","U",3,35,4.90571428571429,171.7,3.215,2.24,0.361351491822634,0.0103243283377896,0.00210455149576374
"173",2013,"ROT","DS","3_D","coarse","alder","P",4,35,4.90571428571429,171.7,3.215,2.38,0.300726870006199,0.00859219628589141,0.00175146691908095
"174",2013,"ROT","DS","3_D","coarse","alder","M",6,35,4.90571428571429,171.7,3.215,2.39,0.296533991746163,0.0084723997641761,0.0017270471272345
"175",2013,"ROT","DS","3_D","coarse","alder","P",5,35,4.90571428571429,171.7,3.215,2.46,0.267666007745311,0.00764760022129461,0.00155891676031049
"176",2013,"ROT","DS","3_D","coarse","alder","U",2,35,4.90571428571429,171.7,3.215,2.35,0.313412029533515,0.00895462941524328,0.00182534670665996
"177",2013,"ROT","DS","3_D","coarse","alder","P",1,35,4.90571428571429,171.7,3.215,2.42,0.284059817520988,0.00811599478631393,0.00165439614164815
"178",2013,"ROT","US1","2_U1","coarse","alder","S",1,35,4.43428571428571,155.2,3.215,2.51,0.24754460454589,0.00707270298702544,0.00159500389526991
"179",2013,"ROT","US1","2_U1","coarse","alder","M",2,35,4.43428571428571,155.2,3.215,2.6,0.212315912662146,0.00606616893320418,0.00136801490117362
"180",2013,"ROT","US1","2_U1","coarse","alder","P",3,35,4.43428571428571,155.2,3.215,2.4,0.292358620335683,0.00835310343816236,0.00188375399700827
"181",2013,"ROT","US1","2_U1","coarse","alder","M",4,35,4.43428571428571,155.2,3.215,2.52,0.243568456166251,0.00695909874760716,0.0015693843825145
