"","2.5 %","97.5 %"
".sig01",0,0.889020536557064
".sigma",1.26569074997425,1.96642976058407
"(Intercept)",-2204.21091776652,1932.87197928638
"Year",-0.960268395900474,1.09442634302665
"Gammarid:ConstrastD_U1",-0.242435427668368,0.0570612070564545
"Gammarid:ConstrastU1_U2",-0.114724371115107,0.307151496944539
