"","2.5 %","97.5 %"
".sig01",0,0.967061539307186
".sigma",1.114321272639,1.79537156524245
"(Intercept)",-2244.69471663841,1488.43100441653
"Year",-0.739351895433509,1.11487504091314
"Food_3:ContrastD_U1",-1.27749545045923,-0.261785472809657
"Food_3:ContrastU1_U2",-0.664104462176833,0.547163308473743
