"Year","Site_code","Location","Sample_location","Leaf","Rep","Days","T_mu","DD","k_microbe","k_microbe_day","k_microbe_dd","k_invert","k_invert_day","k_invert_dd"
2013,"MES","US1","2_U1","oak",5,40,4.845,193.8,0.128938869546451,0.00322347173866127,0.000665319244305731,0,0,0
