"Year","Site_code","Location","Sample_location","Mesh","Leaf","Person","Rep","Days","T_mu","DD","Initial_AFDM","Final_AFDM","k_ml","k_day_ml","k_dd_ml"
2013,"HER","US2","1_U2","coarse","oak","I",6,42,6.06190476190476,254.6,3.52,2.89,0.197204487485665,0.00469534494013488,0.000774565936707247
2013,"HOC","DS","3_D","coarse","oak","S",1,32,7.446875,238.3,3.52,2.79,0.232419393776731,0.00726310605552286,0.000975322676360602
2013,"HOC","DS","3_D","coarse","oak","P",2,32,7.446875,238.3,3.52,2.59,0.306803113898559,0.00958759730932998,0.0012874658577363
2013,"HOC","DS","3_D","coarse","oak","P",3,32,7.446875,238.3,3.52,2.82,0.221724104659983,0.00692887827062448,0.000930441060260106
2013,"HOC","DS","3_D","coarse","oak","S",4,32,7.446875,238.3,3.52,2.96,0.173271721274037,0.00541474128981365,0.000727115909668639
2013,"HOC","DS","3_D","coarse","oak","S",5,32,7.446875,238.3,3.52,2.99,0.163187602207411,0.00509961256898159,0.000684799002129294
2013,"HOC","DS","3_D","coarse","oak","P",6,32,7.446875,238.3,3.52,2.83,0.218184277954859,0.00681825868608936,0.000915586562966259
2013,"HOC","US1","2_U1","coarse","oak","S",4,32,7.021875,224.7,3.52,2.8,0.228841572428847,0.00715129913840148,0.00101843156399131
2013,"HOC","US1","2_U1","coarse","oak","P",1,32,7.021875,224.7,3.52,2.78,0.23601006190746,0.00737531443460812,0.00105033405388278
2013,"HOC","US1","2_U1","coarse","oak","P",3,32,7.021875,224.7,3.52,2.66,0.280134866816398,0.00875421458801244,0.0012467061273538
2013,"HOC","US1","2_U1","coarse","oak","S",5,32,7.021875,224.7,3.52,2.91,0.190307908426605,0.00594712213833139,0.00084694218258391
2013,"HOC","US1","2_U1","coarse","oak","P",6,32,7.021875,224.7,3.52,2.64,0.287682072451781,0.00899006476411816,0.00128029404740446
2013,"HOC","US1","2_U1","coarse","oak","S",2,32,7.021875,224.7,3.52,2.77,0.239613669410759,0.0074879271690862,0.00106637147045286
2013,"HOC","US2","1_U2","coarse","oak","P",4,32,7.278125,232.9,3.52,2.73,0.254159380413137,0.00794248063791054,0.00109128115248234
2013,"HOC","US2","1_U2","coarse","oak","P",1,32,7.278125,232.9,3.52,2.84,0.214656937436891,0.00670802929490285,0.000921669976113745
2013,"HOC","US2","1_U2","coarse","oak","P",2,32,7.278125,232.9,3.52,2.71,0.261512354718396,0.00817226108494988,0.00112285253206697
2013,"HOC","US2","1_U2","coarse","oak","I",5,32,7.278125,232.9,3.52,2.7,0.265209216599722,0.00828778801874132,0.00113872570459305
2013,"HOR","DS","3_D","coarse","oak","I",1,44,7.95454545454545,350,3.52,2.87,0.204148959838476,0.00463974908723809,0.000583282742395645
2013,"HOR","DS","3_D","coarse","oak","P",3,44,7.95454545454545,350,3.52,2.66,0.280134866816398,0.0063667015185545,0.000800385333761137
2013,"HOR","DS","3_D","coarse","oak","I",4,44,7.95454545454545,350,3.52,2.69,0.268919795996258,0.0061118135453695,0.000768342274275023
2013,"HOR","DS","3_D","coarse","oak","I",5,44,7.95454545454545,350,3.52,2.84,0.214656937436891,0.00487856675992934,0.000613305535533974
2013,"HOR","US1","2_U1","coarse","oak","P",1,44,7.02727272727273,309.2,3.52,2.63,0.291477143420333,0.00662448053228029,0.000942681576391761
2013,"HOR","US1","2_U1","coarse","oak","S",2,44,7.02727272727273,309.2,3.52,2.56,0.318453731118535,0.00723758479814851,0.00102992797903795
2013,"HOR","US1","2_U1","coarse","oak","P",3,44,7.02727272727273,309.2,3.52,2.74,0.250503069210027,0.00569325157295516,0.000810165165621045
2013,"HOR","US1","2_U1","coarse","oak","S",4,44,7.02727272727273,309.2,3.52,2.71,0.261512354718396,0.00594346260723628,0.000845770875544619
2013,"HOR","US1","2_U1","coarse","oak","S",5,44,7.02727272727273,309.2,3.52,2.87,0.204148959838476,0.00463974908723809,0.000660248899865706
2013,"HOR","US1","2_U1","coarse","oak","S",6,44,7.02727272727273,309.2,3.52,2.74,0.250503069210027,0.00569325157295516,0.000810165165621044
2013,"HOR","US2","1_U2","coarse","oak","P",1,44,7.37045454545455,324.3,3.52,2.62,0.295286671837,0.00671106072356818,0.000910535528328708
2013,"HOR","US2","1_U2","coarse","oak","P",2,44,7.37045454545455,324.3,3.52,2.72,0.2578291093021,0.00585975248413863,0.000795032714468392
2013,"HOR","US2","1_U2","coarse","oak","P",3,44,7.37045454545455,324.3,3.52,2.79,0.232419393776731,0.00528225894947117,0.000716680215161059
2013,"HOR","US2","1_U2","coarse","oak","S",4,44,7.37045454545455,324.3,3.52,2.78,0.23601006190746,0.00536386504335137,0.000727752272301758
