Year,Name,Site,Location,Site_code,Mesh,Leaf,Rep,Dish,Dry,Ashed,AFDM,Initial_AFDM,Days,kdays,DD,Mean_daily_temp,kdd,Person
2013,Severy,SEV,US2,SEV,coarse,alder,5,857,1.08,0.41,0.67,3.215,39,0.040212947,197,5,0.007956473,P
2013,Severy,SEV,US2,SEV,coarse,alder,6,858,2.5,0.63,1.87,3.215,39,0.013894588,197,5,0.002749162,S
2013,Buttisholz,BUT,DS,BUT,fine,alder,1,1,2.88,0.82,2.06,3.25,43,0.010603465,318,7,0.001434803,S
2013,Buttisholz,BUT,DS,BUT,fine,alder,2,2,3.11,0.73,2.38,3.25,43,0.007245454,318,7,0.000980415,U
2013,Buttisholz,BUT,DS,BUT,fine,alder,3,3,2.92,0.6,2.32,3.25,43,0.007839251,318,7,0.001060765,S
2013,Buttisholz,BUT,DS,BUT,fine,alder,4,4,2.96,0.73,2.23,3.25,43,0.008759382,318,7,0.001185272,S
2013,Buttisholz,BUT,DS,BUT,fine,alder,5,5,2.75,0.56,2.19,3.25,43,0.009180313,318,7,0.00124223,U
2013,Buttisholz,BUT,DS,BUT,fine,alder,6,6,2.65,0.53,2.12,3.25,43,0.009935789,318,7,0.001344457,S
2013,Buttisholz,BUT,US1,BUT,fine,alder,1,25,3.32,0.86,2.46,3.25,43,0.006476596,279,6,0.000999783,U
2013,Buttisholz,BUT,US1,BUT,fine,alder,2,26,3.32,0.96,2.36,3.25,43,0.007441706,279,6,0.001148766,S
2013,Buttisholz,BUT,US1,BUT,fine,alder,3,27,3.04,0.75,2.29,3.25,43,0.008141934,279,6,0.001256859,M
2013,Buttisholz,BUT,US1,BUT,fine,alder,4,28,3.14,0.69,2.45,3.25,43,0.006571325,279,6,0.001014406,M
2013,Buttisholz,BUT,US1,BUT,fine,alder,5,29,2.89,0.7,2.19,3.25,43,0.009180313,279,6,0.001417152,M
2013,Buttisholz,BUT,US1,BUT,fine,alder,6,30,3.03,0.72,2.31,3.25,43,0.007939709,279,6,0.001225642,M
2013,Buttisholz,BUT,US2,BUT,fine,alder,1,49,2.91,0.69,2.22,3.25,43,0.008863902,289,7,0.001317204,S
2013,Buttisholz,BUT,US2,BUT,fine,alder,2,50,3.48,1.09,2.39,3.25,43,0.007147945,289,7,0.001062208,U
2013,Buttisholz,BUT,US2,BUT,fine,alder,3,51,3.43,0.88,2.55,3.25,43,0.005640968,289,7,0.000838266,P
2013,Buttisholz,BUT,US2,BUT,fine,alder,4,52,3.13,0.72,2.41,3.25,43,0.006954145,289,7,0.001033408,U
2013,Buttisholz,BUT,US2,BUT,fine,alder,5,53,2.92,0.51,2.41,3.25,43,0.006954145,289,7,0.001033408,U
2013,Buttisholz,BUT,US2,BUT,fine,alder,6,54,3.4,0.9,2.5,3.25,43,0.006101495,289,7,0.000906702,P
2013,Colombier,COL,DS,COL,fine,alder,1,73,3.16,0.74,2.42,3.25,35,0.008425356,202,6,0.001460936,M
2013,Colombier,COL,DS,COL,fine,alder,2,74,2.92,0.52,2.4,3.25,35,0.008662465,202,6,0.00150205,U
2013,Colombier,COL,DS,COL,fine,alder,3,75,3.39,0.83,2.56,3.25,35,0.006818507,202,6,0.001182312,P
2013,Colombier,COL,DS,COL,fine,alder,4,76,3.22,0.65,2.57,3.25,35,0.006707117,202,6,0.001162998,P
2013,Colombier,COL,DS,COL,fine,alder,5,77,3.19,0.67,2.52,3.25,35,0.00726846,202,6,0.001260333,P
2013,Colombier,COL,DS,COL,fine,alder,6,78,3.28,0.75,2.53,3.25,35,0.007155306,202,6,0.001240713,S
2013,Colombier,COL,US1,COL,fine,alder,1,97,3.14,0.75,2.39,3.25,35,0.008781761,202,6,0.001520244,S
2013,Colombier,COL,US1,COL,fine,alder,2,98,3.12,0.68,2.44,3.25,35,0.008190199,202,6,0.001417836,S
2013,Colombier,COL,US1,COL,fine,alder,3,99,3.02,0.71,2.31,3.25,35,0.009754499,202,6,0.001688638,M
2013,Colombier,COL,US1,COL,fine,alder,4,100,3.26,0.67,2.59,3.25,35,0.006485632,202,6,0.001122752,U
2013,Colombier,COL,US1,COL,fine,alder,5,101,3.42,0.92,2.5,3.25,35,0.007496122,202,6,0.001297682,S
2013,Colombier,COL,US1,COL,fine,alder,6,102,3.07,0.61,2.46,3.25,35,0.007956961,202,6,0.00137746,U
2013,Colombier,COL,US2,COL,fine,alder,1,121,3.33,0.71,2.62,3.25,35,0.006156591,201,6,0.001074122,S
2013,Colombier,COL,US2,COL,fine,alder,2,122,3.2,0.7,2.5,3.25,35,0.007496122,201,6,0.001307826,M
2013,Colombier,COL,US2,COL,fine,alder,3,123,3.05,0.61,2.44,3.25,35,0.008190199,201,6,0.001428919,S
2013,Colombier,COL,US2,COL,fine,alder,4,124,3.85,0.7,3.15,3.25,35,0.00089293,201,6,0.000155787,U
2013,Colombier,COL,US2,COL,fine,alder,5,125,3.06,0.57,2.49,3.25,35,0.007610637,201,6,0.001327805,S
2013,Colombier,COL,US2,COL,fine,alder,6,126,3.32,0.81,2.51,3.25,35,0.007382064,201,6,0.001287926,U
2013,Duernten,DUR,DS,DUR,fine,alder,1,145,3.14,1.03,2.11,3.25,42,0.01028493,298,7,0.001448075,U
2013,Duernten,DUR,DS,DUR,fine,alder,2,146,3.41,1.18,2.23,3.25,42,0.008967938,298,7,0.001262648,U
2013,Duernten,DUR,DS,DUR,fine,alder,3,147,2.75,0.93,1.82,3.25,42,0.013805202,298,7,0.001943714,S
2013,Duernten,DUR,DS,DUR,fine,alder,4,148,3.08,0.93,2.15,3.25,42,0.009837789,298,7,0.001385119,S
2013,Duernten,DUR,DS,DUR,fine,alder,5,149,3.21,1.13,2.08,3.25,42,0.010625883,298,7,0.00149608,S
2013,Duernten,DUR,DS,DUR,fine,alder,6,150,3.31,1.2,2.11,3.25,42,0.01028493,298,7,0.001448075,U
2013,Duernten,DUR,US1,DUR,fine,alder,1,169,3.05,0.79,2.26,3.25,42,0.008649766,277,7,0.00131144,U
2013,Duernten,DUR,US1,DUR,fine,alder,2,170,3.49,1.21,2.28,3.25,42,0.008439989,277,7,0.001279634,S
2013,Duernten,DUR,US1,DUR,fine,alder,3,171,3.17,0.98,2.19,3.25,42,0.009398892,277,7,0.001425019,S
2013,Duernten,DUR,US1,DUR,fine,alder,4,172,2.69,0.7,1.99,3.25,42,0.011679056,277,7,0.001770727,M
2013,Duernten,DUR,US1,DUR,fine,alder,5,173,3.31,1.13,2.18,3.25,42,0.00950786,277,7,0.00144154,S
2013,Duernten,DUR,US1,DUR,fine,alder,6,174,3.07,0.94,2.13,3.25,42,0.01006031,277,7,0.0015253,U
2013,Duernten,DUR,US2,DUR,fine,alder,1,193,3.08,0.76,2.32,3.25,42,0.0080259,287,7,0.001173805,P
2013,Duernten,DUR,US2,DUR,fine,alder,2,194,3,0.97,2.03,3.25,42,0.011205219,287,7,0.001638787,U
2013,Duernten,DUR,US2,DUR,fine,alder,3,195,2.67,0.71,1.96,3.25,42,0.012040727,287,7,0.001760982,S
2013,Duernten,DUR,US2,DUR,fine,alder,4,196,2.74,0.8,1.94,3.25,42,0.012284929,287,7,0.001796697,M
2013,Duernten,DUR,US2,DUR,fine,alder,5,197,3.54,1.14,2.4,3.25,42,0.007218721,287,7,0.001055753,M
2013,Duernten,DUR,US2,DUR,fine,alder,6,198,2.95,1.1,1.85,3.25,42,0.013415937,287,7,0.001962109,S
2013,Herisau,HER,DS,HER,fine,alder,1,217,2.66,0.77,1.89,3.25,42,0.012906623,295,7,0.001835777,S
2013,Herisau,HER,DS,HER,fine,alder,2,218,3.83,1.58,2.25,3.25,42,0.008755352,295,7,0.00124532,M
2013,Herisau,HER,DS,HER,fine,alder,3,219,3.23,0.95,2.28,3.25,42,0.008439989,295,7,0.001200464,S
2013,Herisau,HER,DS,HER,fine,alder,4,220,3.4,1.17,2.23,3.25,42,0.008967938,295,7,0.001275557,U
2013,Herisau,HER,DS,HER,fine,alder,6,222,2.93,0.79,2.14,3.25,42,0.00994879,295,7,0.001415069,S
2013,Herisau,HER,US1,HER,fine,alder,1,241,3.42,0.96,2.46,3.25,42,0.006630801,243,6,0.001144825,P
2013,Herisau,HER,US1,HER,fine,alder,2,242,3.17,0.75,2.42,3.25,42,0.00702113,243,6,0.001212217,P
2013,Herisau,HER,US1,HER,fine,alder,3,243,3.53,1.19,2.34,3.25,42,0.007821525,243,6,0.001350407,M
2013,Herisau,HER,US1,HER,fine,alder,4,244,3.7,1.21,2.49,3.25,42,0.006342197,243,6,0.001094997,M
2013,Herisau,HER,US1,HER,fine,alder,5,245,3.39,0.97,2.42,3.25,42,0.00702113,243,6,0.001212217,P
2013,Herisau,HER,US2,HER,fine,alder,1,265,5.18,2.77,2.41,3.25,42,0.00711972,255,6,0.001174706,P
2013,Herisau,HER,US2,HER,fine,alder,2,266,3.35,0.91,2.44,3.25,42,0.006825166,255,6,0.001126106,M
2013,Herisau,HER,US2,HER,fine,alder,3,267,3.74,1.37,2.37,3.25,42,0.007518215,255,6,0.001240455,P
2013,Herisau,HER,US2,HER,fine,alder,4,268,3.24,0.82,2.42,3.25,42,0.00702113,255,6,0.001158439,M
2013,Herisau,HER,US2,HER,fine,alder,5,269,5.02,2.72,2.3,3.25,42,0.008232045,255,6,0.001358232,S
2013,Herisau,HER,US2,HER,fine,alder,6,270,3.58,1.28,2.3,3.25,42,0.008232045,255,6,0.001358232,M
2013,Hochdorf,HOC,DS,HOC,fine,alder,1,289,3.21,0.68,2.53,3.25,32,0.007826115,238,7,0.001051012,S
2013,Hochdorf,HOC,DS,HOC,fine,alder,2,290,3.3,0.71,2.59,3.25,32,0.00709366,238,7,0.000952646,S
2013,Hochdorf,HOC,DS,HOC,fine,alder,3,291,3.39,0.8,2.59,3.25,32,0.00709366,238,7,0.000952646,S
2013,Hochdorf,HOC,DS,HOC,fine,alder,4,292,3.11,0.7,2.41,3.25,32,0.009344633,238,7,0.001254942,S
2013,Hochdorf,HOC,DS,HOC,fine,alder,5,293,3.17,0.78,2.39,3.25,32,0.009605051,238,7,0.001289914,S
2013,Hochdorf,HOC,DS,HOC,fine,alder,6,294,3.08,0.64,2.44,3.25,32,0.00895803,238,7,0.001203023,S
2013,Hochdorf,HOC,US1,HOC,fine,alder,1,313,3.05,0.68,2.37,3.25,32,0.009867658,225,7,0.00140543,S
2013,Hochdorf,HOC,US1,HOC,fine,alder,3,315,3.21,0.78,2.43,3.25,32,0.009086367,225,7,0.001294153,S
2013,Hochdorf,HOC,US1,HOC,fine,alder,4,316,3.19,0.69,2.5,3.25,32,0.008198883,225,7,0.00116775,U
2013,Hochdorf,HOC,US1,HOC,fine,alder,5,317,3,0.61,2.39,3.25,32,0.009605051,225,7,0.001368028,S
2013,Hochdorf,HOC,US1,HOC,fine,alder,6,318,3.27,0.75,2.52,3.25,32,0.007949878,225,7,0.001132285,S
2013,Hochdorf,HOC,US2,HOC,fine,alder,1,337,3.03,0.8,2.23,3.25,32,0.011770419,233,7,0.001617343,S
2013,Hochdorf,HOC,US2,HOC,fine,alder,2,338,3.08,0.69,2.39,3.25,32,0.009605051,233,7,0.001319806,S
2013,Hochdorf,HOC,US2,HOC,fine,alder,3,339,3.36,0.8,2.56,3.25,32,0.007457742,233,7,0.001024749,S
2013,Hochdorf,HOC,US2,HOC,fine,alder,4,340,3.17,0.74,2.43,3.25,32,0.009086367,233,7,0.001248534,S
2013,Hochdorf,HOC,US2,HOC,fine,alder,5,341,3.21,0.79,2.42,3.25,32,0.009215233,233,7,0.001266242,S
2013,Hornussen,HOR,DS,HOR,fine,alder,1,361,2.49,0.66,1.83,3.25,44,0.01305316,350,8,0.001641029,S
2013,Hornussen,HOR,DS,HOR,fine,alder,2,362,2.6,0.79,1.81,3.25,44,0.013302913,350,8,0.001672428,S
2013,Hornussen,HOR,DS,HOR,fine,alder,3,363,2.62,0.87,1.75,3.25,44,0.014069073,350,8,0.001768749,S
2013,Hornussen,HOR,DS,HOR,fine,alder,4,364,2.45,0.69,1.76,3.25,44,0.013939572,350,8,0.001752468,S
2013,Hornussen,HOR,DS,HOR,fine,alder,5,365,2.85,0.61,2.24,3.25,44,0.008458617,350,8,0.001063408,S
2013,Hornussen,HOR,US1,HOR,fine,alder,1,385,2.92,0.89,2.03,3.25,44,0.010695891,309,7,0.001521823,S
2013,Hornussen,HOR,US1,HOR,fine,alder,2,386,2.99,0.88,2.11,3.25,44,0.009817433,309,7,0.001396835,S
2013,Hornussen,HOR,US1,HOR,fine,alder,3,387,2.95,0.77,2.18,3.25,44,0.009075685,309,7,0.001291298,S
2013,Hornussen,HOR,US1,HOR,fine,alder,4,388,2.49,0.53,1.96,3.25,44,0.011493421,309,7,0.001635296,S
2013,Hornussen,HOR,US1,HOR,fine,alder,5,389,2.78,0.62,2.16,3.25,44,0.009285154,309,7,0.001321102,S
2013,Hornussen,HOR,US1,HOR,fine,alder,6,390,2.7,0.68,2.02,3.25,44,0.010808125,309,7,0.001537792,S
2013,Hornussen,HOR,US2,HOR,fine,alder,1,409,3.01,0.6,2.41,3.25,44,0.006796097,324,7,0.000922031,S
2013,Hornussen,HOR,US2,HOR,fine,alder,2,410,2.66,0.63,2.03,3.25,44,0.010695891,324,7,0.001451118,S
2013,Hornussen,HOR,US2,HOR,fine,alder,3,411,2.77,0.6,2.17,3.25,44,0.009180178,324,7,0.00124548,S
2013,Hornussen,HOR,US2,HOR,fine,alder,4,412,2.53,0.56,1.97,3.25,44,0.01137776,324,7,0.001543628,S
2013,Hornussen,HOR,US2,HOR,fine,alder,5,413,2.92,0.68,2.24,3.25,44,0.008458617,324,7,0.001147586,S
2013,Hornussen,HOR,US2,HOR,fine,alder,6,414,2.6,0.71,1.89,3.25,44,0.012319958,324,7,0.001671456,S
2013,Kernenried,KER,DS,KER,fine,alder,1,433,3.02,0.7,2.32,3.25,34,0.009914347,285,8,0.001182773,S
2013,Kernenried,KER,DS,KER,fine,alder,2,434,2.8,0.61,2.19,3.25,34,0.011610396,285,8,0.00138511,S
2013,Kernenried,KER,DS,KER,fine,alder,3,435,0.8,0.2,0.6,3.25,34,0.049690607,285,8,0.005928046,S
2013,Kernenried,KER,DS,KER,fine,alder,4,436,2.93,0.64,2.29,3.25,34,0.010297152,285,8,0.001228441,S
2013,Kernenried,KER,DS,KER,fine,alder,5,437,3.09,0.68,2.41,3.25,34,0.008794949,285,8,0.00104923,S
2013,Kernenried,KER,DS,KER,fine,alder,6,438,3.18,0.56,2.62,3.25,34,0.006337667,285,8,0.000756078,S
2013,Kernenried,KER,US1,KER,fine,alder,1,457,3.34,0.85,2.49,3.25,34,0.007834479,260,8,0.001025919,S
2013,Kernenried,KER,US1,KER,fine,alder,2,458,2.98,0.81,2.17,3.25,34,0.01188023,260,8,0.001555706,S
2013,Kernenried,KER,US1,KER,fine,alder,3,459,3.23,0.74,2.49,3.25,34,0.007834479,260,8,0.001025919,S
2013,Kernenried,KER,US1,KER,fine,alder,4,460,3.12,0.64,2.48,3.25,34,0.007952836,260,8,0.001041417,S
2013,Kernenried,KER,US1,KER,fine,alder,5,461,2.96,0.62,2.34,3.25,34,0.009661884,260,8,0.001265216,S
2013,Kernenried,KER,US1,KER,fine,alder,6,462,2.96,0.59,2.37,3.25,34,0.009287207,260,8,0.001216152,S
2013,Kernenried,KER,US2,KER,fine,alder,1,481,3.15,0.68,2.47,3.25,34,0.008071672,258,8,0.00106238,S
2013,Kernenried,KER,US2,KER,fine,alder,2,482,3.15,0.71,2.44,3.25,34,0.008431087,258,8,0.001109686,S
2013,Kernenried,KER,US2,KER,fine,alder,3,483,2.95,0.67,2.28,3.25,34,0.010425869,258,8,0.001372236,S
2013,Kernenried,KER,US2,KER,fine,alder,4,484,2.49,0.43,2.06,3.25,34,0.013410265,258,8,0.001765037,S
2013,Kernenried,KER,US2,KER,fine,alder,5,485,2.78,0.58,2.2,3.25,34,0.011476401,258,8,0.001510505,S
2013,Kernenried,KER,US2,KER,fine,alder,6,486,2.63,0.6,2.03,3.25,34,0.013841741,258,8,0.001821827,U
2013,Messen,MES,DS,MES,fine,alder,1,505,3.05,0.62,2.43,3.25,40,0.007269094,185,5,0.00157448,S
2013,Messen,MES,DS,MES,fine,alder,2,506,3.35,0.67,2.68,3.25,40,0.004820955,185,5,0.001044215,S
2013,Messen,MES,DS,MES,fine,alder,3,507,3.21,0.61,2.6,3.25,40,0.005578589,185,5,0.001208318,S
2013,Messen,MES,DS,MES,fine,alder,4,508,3.28,0.69,2.59,3.25,40,0.005674928,185,5,0.001229185,U
2013,Messen,MES,DS,MES,fine,alder,5,509,3.32,0.82,2.5,3.25,40,0.006559107,185,5,0.001420697,S
2013,Messen,MES,DS,MES,fine,alder,6,510,3.15,0.7,2.45,3.25,40,0.007064174,185,5,0.001530094,U
2013,Messen,MES,US1,MES,fine,alder,1,529,3.3,0.87,2.43,3.25,40,0.007269094,185,5,0.001573605,S
2013,Messen,MES,US1,MES,fine,alder,2,530,3.29,0.83,2.46,3.25,40,0.006962341,185,5,0.0015072,S
2013,Messen,MES,US1,MES,fine,alder,3,531,3.19,0.71,2.48,3.25,40,0.006759911,185,5,0.001463378,S
2013,Messen,MES,US1,MES,fine,alder,4,532,3.45,0.88,2.57,3.25,40,0.005868727,185,5,0.001270455,S
2013,Messen,MES,US1,MES,fine,alder,5,533,3.35,0.73,2.62,3.25,40,0.005387017,185,5,0.001166175,S
2013,Messen,MES,US1,MES,fine,alder,6,534,3.4,0.84,2.56,3.25,40,0.005966193,185,5,0.001291555,U
2013,Messen,MES,US2,MES,fine,alder,1,553,3.48,0.75,2.73,3.25,40,0.004358835,185,5,0.000943596,S
2013,Messen,MES,US2,MES,fine,alder,2,554,3.37,0.8,2.57,3.25,40,0.005868727,185,5,0.001270455,S
2013,Messen,MES,US2,MES,fine,alder,3,555,3.55,0.94,2.61,3.25,40,0.005482619,185,5,0.001186871,U
2013,Messen,MES,US2,MES,fine,alder,4,556,3.32,0.71,2.61,3.25,40,0.005482619,185,5,0.001186871,S
2013,Messen,MES,US2,MES,fine,alder,5,557,3.57,0.86,2.71,3.25,40,0.004542659,185,5,0.00098339,S
2013,Messen,MES,US2,MES,fine,alder,6,558,3.51,0.89,2.62,3.25,40,0.005387017,185,5,0.001166175,U
2013,Niederdorf,NIE,DS,NIE,fine,alder,1,577,2.9,0.63,2.27,3.25,36,0.009968755,280,8,0.001282673,S
2013,Niederdorf,NIE,DS,NIE,fine,alder,2,578,2.67,0.49,2.18,3.25,36,0.011092503,280,8,0.001427264,S
2013,Niederdorf,NIE,DS,NIE,fine,alder,4,580,2.62,0.58,2.04,3.25,36,0.012936255,280,8,0.001664499,S
2013,Niederdorf,NIE,DS,NIE,fine,alder,5,581,2.6,0.54,2.06,3.25,36,0.01266525,280,8,0.001629629,M
2013,Niederdorf,NIE,US1,NIE,fine,alder,2,602,2.84,0.75,2.09,3.25,36,0.012263637,278,8,0.001590589,S
2013,Niederdorf,NIE,US1,NIE,fine,alder,3,603,2.99,0.71,2.28,3.25,36,0.009846654,278,8,0.001277108,M
2013,Niederdorf,NIE,US1,NIE,fine,alder,4,604,2.84,0.61,2.23,3.25,36,0.010462595,278,8,0.001356995,S
2013,Niederdorf,NIE,US1,NIE,fine,alder,5,605,3.04,0.79,2.25,3.25,36,0.010214577,278,8,0.001324827,S
2013,Niederdorf,NIE,US1,NIE,fine,alder,6,606,2.78,0.58,2.2,3.25,36,0.010838823,278,8,0.001405791,U
2013,Niederdorf,NIE,US2,NIE,fine,alder,1,625,2.84,0.63,2.21,3.25,36,0.010712847,279,8,0.00138433,P
2013,Niederdorf,NIE,US2,NIE,fine,alder,3,627,3.02,0.71,2.31,3.25,36,0.009483541,279,8,0.001225477,S
2013,Niederdorf,NIE,US2,NIE,fine,alder,4,628,3.04,0.75,2.29,3.25,36,0.009725088,279,8,0.00125669,S
2013,Niederdorf,NIE,US2,NIE,fine,alder,5,629,3.09,0.77,2.32,3.25,36,0.00936355,279,8,0.001209972,S
2013,Niederdorf,NIE,US2,NIE,fine,alder,6,630,3.01,0.72,2.29,3.25,36,0.009725088,279,8,0.00125669,U
2013,Romont,ROM,DS,ROM,fine,alder,1,649,3.21,0.65,2.56,3.25,35,0.006818507,208,6,0.001145433,M
2013,Romont,ROM,DS,ROM,fine,alder,2,650,3.18,0.84,2.34,3.25,35,0.009385831,208,6,0.001576715,U
2013,Romont,ROM,DS,ROM,fine,alder,3,651,2.88,0.62,2.26,3.25,35,0.01037972,208,6,0.001743677,P
2013,Romont,ROM,DS,ROM,fine,alder,4,652,2.97,0.6,2.37,3.25,35,0.009021858,208,6,0.001515571,S
2013,Romont,ROM,DS,ROM,fine,alder,5,653,2.91,0.68,2.23,3.25,35,0.010761526,208,6,0.001807816,P
2013,Romont,ROM,DS,ROM,fine,alder,6,654,3.41,0.88,2.53,3.25,35,0.007155306,208,6,0.001202011,U
2013,Romont,ROM,US1,ROM,fine,alder,2,674,3.21,0.76,2.45,3.25,35,0.008073342,189,5,0.001495325,S
2013,Romont,ROM,US1,ROM,fine,alder,3,675,3.32,0.77,2.55,3.25,35,0.006930333,189,5,0.00128362,S
2013,Romont,ROM,US1,ROM,fine,alder,4,676,3.2,0.62,2.58,3.25,35,0.00659616,189,5,0.001221725,M
2013,Romont,ROM,US1,ROM,fine,alder,5,677,3.48,0.91,2.57,3.25,35,0.006707117,189,5,0.001242276,S
2013,Romont,ROM,US1,ROM,fine,alder,6,678,3.46,0.92,2.54,3.25,35,0.007042598,189,5,0.001304413,S
2013,Romont,ROM,US2,ROM,fine,alder,1,697,3.29,1.03,2.26,3.25,35,0.01037972,190,5,0.001915635,M
2013,Romont,ROM,US2,ROM,fine,alder,2,698,3.2,0.8,2.4,3.25,35,0.008662465,190,5,0.001598706,S
2013,Romont,ROM,US2,ROM,fine,alder,3,699,3.38,0.84,2.54,3.25,35,0.007042598,190,5,0.00129975,S
2013,Romont,ROM,US2,ROM,fine,alder,4,700,3.08,0.88,2.2,3.25,35,0.011148504,190,5,0.002057518,U
2013,Romont,ROM,US2,ROM,fine,alder,5,701,3.56,0.87,2.69,3.25,35,0.005403252,190,5,0.0009972,M
2013,Romont,ROM,US2,ROM,fine,alder,6,702,2.51,0.51,2,3.25,35,0.013871652,190,5,0.00256009,S
2013,Rothenthurm,ROT,DS,ROT,fine,alder,1,721,3.4,0.81,2.59,3.25,35,0.006485632,172,5,0.001322254,P
2013,Rothenthurm,ROT,DS,ROT,fine,alder,2,722,4.24,1.54,2.7,3.25,35,0.005297235,172,5,0.00107997,S
2013,Rothenthurm,ROT,DS,ROT,fine,alder,3,723,3.43,0.93,2.5,3.25,35,0.007496122,172,5,0.001528266,S
2013,Rothenthurm,ROT,DS,ROT,fine,alder,4,724,3.47,0.8,2.67,3.25,35,0.005616472,172,5,0.001145054,S
2013,Rothenthurm,ROT,DS,ROT,fine,alder,5,725,3.48,0.87,2.61,3.25,35,0.006265851,172,5,0.001277446,P
2013,Rothenthurm,ROT,DS,ROT,fine,alder,6,726,3.17,0.73,2.44,3.25,35,0.008190199,172,5,0.001669771,S
2013,Rothenthurm,ROT,US1,ROT,fine,alder,1,745,3.33,0.71,2.62,3.25,35,0.006156591,155,4,0.001388662,S
2013,Rothenthurm,ROT,US1,ROT,fine,alder,2,746,3.52,0.98,2.54,3.25,35,0.007042598,155,4,0.001588507,S
2013,Rothenthurm,ROT,US1,ROT,fine,alder,3,747,3.32,0.6,2.72,3.25,35,0.005086375,155,4,0.001147267,S
2013,Rothenthurm,ROT,US1,ROT,fine,alder,4,748,3.51,0.92,2.59,3.25,35,0.006485632,155,4,0.001462879,S
2013,Rothenthurm,ROT,US1,ROT,fine,alder,5,749,3.1,0.6,2.5,3.25,35,0.007496122,155,4,0.001690802,S
2013,Rothenthurm,ROT,US1,ROT,fine,alder,6,750,3.25,0.78,2.47,3.25,35,0.007841053,155,4,0.001768604,S
2013,Rothenthurm,ROT,US2,ROT,fine,alder,1,769,3.43,0.86,2.57,3.25,35,0.006707117,155,4,0.001512837,S
2013,Rothenthurm,ROT,US2,ROT,fine,alder,3,771,3.45,0.77,2.68,3.25,35,0.005509663,155,4,0.001242743,S
2013,Rothenthurm,ROT,US2,ROT,fine,alder,4,772,3.27,0.8,2.47,3.25,35,0.007841053,155,4,0.001768604,S
2013,Rothenthurm,ROT,US2,ROT,fine,alder,5,773,3.55,0.85,2.7,3.25,35,0.005297235,155,4,0.001194828,S
2013,Rothenthurm,ROT,US2,ROT,fine,alder,6,774,3.36,0.69,2.67,3.25,35,0.005616472,155,4,0.001266834,S
2013,Severy,SEV,DS,SEV,fine,alder,1,793,2.95,0.62,2.33,3.25,39,0.008532993,220,6,0.001512343,S
2013,Severy,SEV,DS,SEV,fine,alder,2,794,2.95,0.64,2.31,3.25,39,0.008754038,220,6,0.001551519,S
2013,Severy,SEV,DS,SEV,fine,alder,3,795,3.05,0.64,2.41,3.25,39,0.007667391,220,6,0.001358928,S
2013,Severy,SEV,DS,SEV,fine,alder,4,796,3.11,0.6,2.51,3.25,39,0.006624929,220,6,0.001174167,S
2013,Severy,SEV,DS,SEV,fine,alder,5,797,2.99,0.61,2.38,3.25,39,0.007988577,220,6,0.001415853,P
2013,Severy,SEV,DS,SEV,fine,alder,6,798,3.07,0.64,2.43,3.25,39,0.007455481,220,6,0.00132137,S
2013,Severy,SEV,US1,SEV,fine,alder,1,817,2.8,0.58,2.22,3.25,39,0.009773021,203,5,0.00188194,S
2013,Severy,SEV,US1,SEV,fine,alder,2,818,2.57,0.46,2.11,3.25,39,0.011076078,203,5,0.002132863,S
2013,Severy,SEV,US1,SEV,fine,alder,3,819,3.11,0.63,2.48,3.25,39,0.006933242,203,5,0.001335099,U
2013,Severy,SEV,US1,SEV,fine,alder,4,820,3.02,0.6,2.42,3.25,39,0.007561217,203,5,0.001456025,S
2013,Severy,SEV,US1,SEV,fine,alder,5,821,3.1,0.61,2.49,3.25,39,0.006830059,203,5,0.001315229,P
2013,Severy,SEV,US1,SEV,fine,alder,6,822,2.97,0.57,2.4,3.25,39,0.007774007,203,5,0.001497001,S
2013,Severy,SEV,US2,SEV,fine,alder,1,841,3.15,0.68,2.47,3.25,39,0.007036842,197,5,0.001392299,P
2013,Severy,SEV,US2,SEV,fine,alder,2,842,2.74,0.53,2.21,3.25,39,0.009888782,197,5,0.001956579,U
2013,Severy,SEV,US2,SEV,fine,alder,3,843,2.83,0.56,2.27,3.25,39,0.009201927,197,5,0.001820679,P
2013,Severy,SEV,US2,SEV,fine,alder,4,844,2.7,0.53,2.17,3.25,39,0.010357124,197,5,0.002049245,S
2013,Severy,SEV,US2,SEV,fine,alder,5,845,2.86,0.59,2.27,3.25,39,0.009201927,197,5,0.001820679,S
2013,Severy,SEV,US2,SEV,fine,alder,6,846,2.97,0.59,2.38,3.25,39,0.007988577,197,5,0.001580608,S
2013,Buttisholz,BUT,DS,BUT,coarse,oak,1,19,3.32,0.61,2.71,3.52,43,0.006075075,318,7,0.000822046,S
2013,Buttisholz,BUT,DS,BUT,coarse,oak,2,20,3.29,0.63,2.66,3.52,43,0.006508157,318,7,0.000880648,S
2013,Buttisholz,BUT,DS,BUT,coarse,oak,3,21,3.37,0.55,2.82,3.52,43,0.005149767,318,7,0.000696838,M
2013,Buttisholz,BUT,DS,BUT,coarse,oak,4,22,3.18,0.47,2.71,3.52,43,0.006075075,318,7,0.000822046,M
2013,Buttisholz,BUT,DS,BUT,coarse,oak,5,23,3.21,0.5,2.71,3.52,43,0.006075075,318,7,0.000822046,S
2013,Buttisholz,BUT,DS,BUT,coarse,oak,6,24,3.38,0.69,2.69,3.52,43,0.006247341,318,7,0.000845356,S
2013,Buttisholz,BUT,US1,BUT,coarse,oak,1,43,3.59,0.71,2.88,3.52,43,0.004660153,279,6,0.000719381,M
