"","x"
"1",0.367786937883669
"2",0.10972791453032
"3",0.0966894017674383
"4",0.0955360628199481
"5",0.0955360628199481
"6",0.0663208148476765
"7",0.0440578612025181
"8",0.0370958015468686
"9",0.0337170551662095
"10",0.0296957458256968
"11",0.0110122005311904
"12",0.0103346651950712
"13",0.0014528160803944
"14",0.00103665978305079
