"Year","Site","Location","SPEAR","median_msPAFraMix_all","median_msPAFraMix_HM","median_msPAFraMix_Oth","median_msPAFraMix_PB","median_msPAFraMix_org","median_msPAFraMix_F","median_msPAFraMix_H","median_msPAFraMix_I","median_sumTU_HM_gm","median_sumTU_Oth_gm","median_sumTU_PB_gm","median_sumTU_all_gm","median_sumTU_org_gm","median_sumTU_F_gm","median_sumTU_H_gm","median_sumTU_I_gm","median_sumTU_HM_med","median_sumTU_Oth_med","median_sumTU_PB_med","median_sumTU_all_med","median_sumTU_org_med","median_sumTU_F_med","median_sumTU_H_med","median_sumTU_I_med","median_sumTU_HM.DM_gm","median_sumTU_Oth.DM_gm","median_sumTU_PB.DM_gm","median_sumTU_all.DM_gm","median_sumTU_org.DM_gm","median_sumTU_F.DM_gm","median_sumTU_H.DM_gm","median_sumTU_I.DM_gm","median_sumTU_HM.DM_med","median_sumTU_Oth.DM_med","median_sumTU_PB.DM_med","median_sumTU_all.DM_med","median_sumTU_org.DM_med","median_sumTU_F.DM_med","median_sumTU_H.DM_med","median_sumTU_I.DM_med"
2013,"SEV","U1",31.03962115,6.99e-05,NA,0,6.99e-05,6.99e-05,5e-09,4.54e-06,6.54e-05,0,8.27e-07,9.45e-05,9.54e-05,9.54e-05,1.03e-05,6.29e-05,1.72e-05,0,7.35e-07,9.9e-05,9.98e-05,9.98e-05,1.05e-05,5.83e-05,2.64e-05,0,6.63e-07,0.000468396,0.000469059,0.000469059,3.94e-05,5.59e-05,0.000367426,0,6.07e-07,0.000503565,0.000504171,0.000504171,3.87e-05,5.39e-05,0.000407068
2013,"SEV","U2",31.03962115,6.99e-05,NA,0,6.99e-05,6.99e-05,5e-09,4.54e-06,6.54e-05,0,8.27e-07,9.45e-05,9.54e-05,9.54e-05,1.03e-05,6.29e-05,1.72e-05,0,7.35e-07,9.9e-05,9.98e-05,9.98e-05,1.05e-05,5.83e-05,2.64e-05,0,6.63e-07,0.000468396,0.000469059,0.000469059,3.94e-05,5.59e-05,0.000367426,0,6.07e-07,0.000503565,0.000504171,0.000504171,3.87e-05,5.39e-05,0.000407068
2014,"AAD","D",30.12770607,0.001246525,3.04e-05,0.000275681,0.000853062,0.001186748,5.15e-09,0.000121496,0.000719082,0.008924313,4.02e-05,0.000363698,0.009503559,0.000417696,4.6e-05,5.04e-05,0.000265552,0.010937095,3.35e-05,0.000385123,0.011625441,0.000430379,6.86e-05,5.52e-05,0.000273543,0.03862061,3.14e-05,0.002686099,0.048352962,0.003486873,0.000119459,4.41e-05,0.00253115,0.034522025,2.79e-05,0.002906013,0.044913257,0.003702621,8.28e-05,2.73e-05,0.002801456
2014,"AAD","U1",38.25129745,7.05e-05,7.02e-06,0,6.14e-05,6.14e-05,0,1.5e-06,6.03e-05,0.003964485,5.77e-07,8.26e-06,0.003970092,9.29e-06,4.32e-07,4.68e-06,1.04e-06,0.004877364,5.2e-07,2.7e-05,0.004892127,2.73e-05,1.45e-06,3.4e-06,1.03e-05,0.015955045,2.61e-07,7.98e-06,0.015962375,8.24e-06,5.01e-06,2.68e-06,9.59e-09,0.014832943,2.32e-07,6.38e-06,0.014838812,6.61e-06,2.71e-06,3.51e-06,9.55e-09
2014,"AAD","U2",38.25129745,7.05e-05,7.02e-06,0,6.14e-05,6.14e-05,0,1.5e-06,6.03e-05,0.003964485,5.77e-07,8.26e-06,0.003970092,9.29e-06,4.32e-07,4.68e-06,1.04e-06,0.004877364,5.2e-07,2.7e-05,0.004892127,2.73e-05,1.45e-06,3.4e-06,1.03e-05,0.015955045,2.61e-07,7.98e-06,0.015962375,8.24e-06,5.01e-06,2.68e-06,9.59e-09,0.014832943,2.32e-07,6.38e-06,0.014838812,6.61e-06,2.71e-06,3.51e-06,9.55e-09
2014,"BIR","D",38.87285235,0.000502922,1.66e-05,0.00024673,0.000242455,0.000473786,2.5e-10,1.51e-05,0.000219398,0.009890505,3.23e-05,0.000165031,0.010247331,0.000195915,4.28e-05,1.09e-05,0.000114325,0.012927538,2.79e-05,0.000154507,0.013283339,0.000181254,4.4e-05,6.95e-06,0.000106019,0.041680498,2.36e-05,0.001187816,0.044715924,0.001210436,4.11e-05,5.76e-06,0.001137115,0.038611058,2.09e-05,0.002355901,0.041843125,0.002381925,3.4e-05,6.37e-06,0.002275764
2014,"BIR","U1",44.26785682,3.02e-05,4.84e-06,0,9.38e-06,9.46e-06,1e-10,5.78e-07,8.79e-06,0.004900657,4.24e-07,5.07e-05,0.005020435,5.12e-05,3.51e-05,6.14e-06,1.56e-06,0.0064243,3.45e-07,5.23e-05,0.006542699,5.27e-05,3.34e-05,2e-06,1.1e-05,0.019940122,3.68e-07,2.49e-05,0.020278204,2.53e-05,2.35e-05,1.11e-06,2.52e-08,0.018750182,3.21e-07,2.36e-05,0.01911429,2.4e-05,2.17e-05,1.88e-06,1.86e-08
2014,"BIR","U2",44.26785682,3.02e-05,4.84e-06,0,9.38e-06,9.46e-06,1e-10,5.78e-07,8.79e-06,0.004900657,4.24e-07,5.07e-05,0.005020435,5.12e-05,3.51e-05,6.14e-06,1.56e-06,0.0064243,3.45e-07,5.23e-05,0.006542699,5.27e-05,3.34e-05,2e-06,1.1e-05,0.019940122,3.68e-07,2.49e-05,0.020278204,2.53e-05,2.35e-05,1.11e-06,2.52e-08,0.018750182,3.21e-07,2.36e-05,0.01911429,2.4e-05,2.17e-05,1.88e-06,1.86e-08
2014,"ELG","D",39.1906648,0.000341859,2.49e-05,0.000182221,8.72e-05,0.000323015,5e-11,9.64e-06,7.75e-05,0.008274555,2.73e-05,9.04e-05,0.008398434,0.000123879,1.25e-06,1.44e-05,5.08e-05,0.010653751,2.38e-05,9.15e-05,0.010776183,0.000111296,3.94e-06,1.33e-05,6.44e-05,0.035558838,2.03e-05,0.000731656,0.036606388,0.00092866,1.41e-05,1.03e-05,0.000697401,0.032538543,1.82e-05,0.000792115,0.03364437,0.001016815,7.67e-06,6.88e-06,0.000770941
2014,"ELG","U1",46.54743772,4.55e-05,1.06e-05,5.84e-07,3.68e-05,3.74e-05,0,7.73e-07,3.02e-05,0.003382851,3.42e-07,1.44e-05,0.003387379,1.46e-05,0,4.07e-06,5.93e-07,0.004109773,2.98e-07,2.48e-05,0.00412302,2.51e-05,0,1.42e-06,1.18e-05,0.013734104,2.68e-07,8.4e-07,0.013734971,1.14e-06,0,8e-07,5.48e-09,0.012672496,2.34e-07,2e-06,0.01267419,2.26e-06,0,2e-06,5.46e-09
