Year,Site,Location,Total_TU_mu,Total_TU_med,Total_TU_max,Metal_TU_mu,Metal_TU_med,Metal_TU_max,Fung_TU_mu,Herb_TU_mu,Insect_TU_mu,Other_TU_mu,Pharma_TU_mu,Fung_TU_med,Herb_TU_med,Insect_TU_med,Other_TU_med,Pharma_TU_med,Fung_TU_max,Herb_TU_max,Insect_TU_max,Other_TU_max,Pharma_TU_max,median_sumTU_HM_gm,median_sumTU_Oth_gm,median_sumTU_PB_gm,median_sumTU_all_gm,median_sumTU_org_gm,median_sumTU_F_gm,median_sumTU_H_gm,median_sumTU_I_gm,median_sumTU_HM.DM_gm,median_sumTU_Oth.DM_gm,median_sumTU_PB.DM_gm,median_sumTU_all.DM_gm,median_sumTU_org.DM_gm,maxTU_HM,maxTU_Oth,maxTU_PB
2014,KNO,D,0.044091267,0.044097636,0.071616398,0.034344308,0.034101594,0.061757004,0.000250253,9.88E-06,0.001756667,0.040889802,0.001184662,3.14E-05,9.51E-06,0.000472294,0.038090368,1.82E-05,0.001311749,1.62E-05,0.007163533,0.071565251,0.007022676,0.008050769,3.51E-05,4.97E-05,0.008123355,7.43E-05,5.10E-06,2.02E-05,2.20E-05,0.034101594,2.50E-05,0.000540334,0.037531291,0.000563753,0.013904152,8.88E-05,0.001745186
2014,KNO,U1,0.026365522,0.01765845,0.070317098,0.025184157,0.017546384,0.069038937,0.000263566,3.04E-06,0.000647212,0.02545169,9.64E-09,8.68E-06,2.39E-06,5.02E-09,0.017569943,3.72E-09,0.001550676,6.49E-06,0.00209906,0.070304783,3.39E-08,0.004426879,3.39E-07,1.99E-05,0.004480513,2.02E-05,1.13E-06,8.35E-06,5.43E-07,0.017546385,1.85E-07,1.58E-05,0.017607405,1.68E-05,0.014736654,1.97E-06,0.001493531
2014,KNO,U2,0.026365522,0.01765845,0.070317098,0.025184157,0.017546384,0.069038937,0.000263566,3.04E-06,0.000647212,0.02545169,9.64E-09,8.68E-06,2.39E-06,5.02E-09,0.017569943,3.72E-09,0.001550676,6.49E-06,0.00209906,0.070304783,3.39E-08,0.004426879,3.39E-07,1.99E-05,0.004480513,2.02E-05,1.13E-06,8.35E-06,5.43E-07,0.017546385,1.85E-07,1.58E-05,0.017607405,1.68E-05,0.014736654,1.97E-06,0.001493531
2014,MAR,D,0.04764733,0.047138474,0.063682901,0.041952926,0.039557557,0.062485742,0.00010419,1.79E-05,0.001180235,0.046203082,0.000141911,9.89E-05,4.94E-06,0.001192632,0.045383621,1.55E-05,0.000231174,8.01E-05,0.002375679,0.063630951,0.000759243,0.009412406,2.65E-05,0.000389818,0.009941663,0.000416102,2.08E-05,9.54E-06,0.000332852,0.039557557,2.06E-05,0.001334544,0.041308847,0.001663685,0.015357983,6.22E-05,0.00082405
2014,MAR,U1,0.025821577,0.026180354,0.038445249,0.025692494,0.025947004,0.038333672,5.76E-05,4.52E-06,5.47E-07,0.025758884,1.86E-08,4.25E-05,1.33E-06,1.28E-08,0.026064448,2.43E-09,0.000133761,1.70E-05,3.19E-06,0.038409184,8.70E-08,0.00624901,2.07E-07,2.24E-05,0.006318215,2.25E-05,1.32E-05,4.46E-06,2.60E-08,0.025947005,1.29E-07,4.68E-05,0.026054981,4.69E-05,0.009831203,3.95E-07,0.000107432
2014,MAR,U2,0.025821577,0.026180354,0.038445249,0.025692494,0.025947004,0.038333672,5.76E-05,4.52E-06,5.47E-07,0.025758884,1.86E-08,4.25E-05,1.33E-06,1.28E-08,0.026064448,2.43E-09,0.000133761,1.70E-05,3.19E-06,0.038409184,8.70E-08,0.00624901,2.07E-07,2.24E-05,0.006318215,2.25E-05,1.32E-05,4.46E-06,2.60E-08,0.025947005,1.29E-07,4.68E-05,0.026054981,4.69E-05,0.009831203,3.95E-07,0.000107432
2014,MUR,D,0.066288491,0.062760773,0.084401959,0.043531914,0.044495036,0.059130023,0.00025795,2.36E-05,0.012835816,0.052823786,0.000347371,0.000119623,1.53E-05,0.010880058,0.054201373,3.17E-05,0.000936652,8.20E-05,0.03396702,0.070869631,0.001900062,0.010021085,5.04E-05,0.00096258,0.011615071,0.000999298,3.04E-05,2.37E-05,0.000649223,0.044495035,3.57E-05,0.011366423,0.056033783,0.01142894,0.013895205,0.000132863,0.009235689
2014,MUR,U1,0.008658658,0.008316793,0.01595952,0.008309017,0.007306911,0.015887683,1.50E-06,1.27E-06,0.000323712,0.008332172,5.83E-09,1.12E-06,1.05E-06,2.24E-08,0.007342642,0,4.11E-06,2.48E-06,0.001942172,0.015955089,3.31E-08,0.001784024,5.30E-08,8.46E-06,0.00221624,8.56E-06,1.60E-07,3.59E-06,2.73E-06,0.007306911,3.09E-08,2.74E-06,0.008280598,2.77E-06,0.003930572,2.93E-07,0.000861318
2014,MUR,U2,0.008658658,0.008316793,0.01595952,0.008309017,0.007306911,0.015887683,1.50E-06,1.27E-06,0.000323712,0.008332172,5.83E-09,1.12E-06,1.05E-06,2.24E-08,0.007342642,0,4.11E-06,2.48E-06,0.001942172,0.015955089,3.31E-08,0.001784024,5.30E-08,8.46E-06,0.00221624,8.56E-06,1.60E-07,3.59E-06,2.73E-06,0.007306911,3.09E-08,2.74E-06,0.008280598,2.77E-06,0.003930572,2.93E-07,0.000861318
2014,REI,D,0.050688102,0.048374028,0.095510395,0.03804958,0.029884127,0.091258892,5.57E-05,1.55E-05,0.003454514,0.04621831,0.000944112,3.64E-05,7.50E-06,0.001469346,0.040659903,2.48E-05,0.000151257,4.73E-05,0.010514459,0.094732012,0.005543432,0.007147651,4.40E-05,9.16E-05,0.007556898,0.000129804,5.70E-06,1.35E-05,6.71E-05,0.029884127,3.11E-05,0.001507921,0.039200673,0.001531342,0.021833475,9.30E-05,0.000741114
2014,REI,U1,0.017772741,0.014587841,0.042514924,0.017397687,0.01444376,0.042438111,8.03E-06,2.83E-06,0.000209907,0.017551958,1.49E-08,3.76E-06,2.29E-06,0,0.014583667,8.34E-09,2.95E-05,5.75E-06,0.001259436,0.042503527,3.67E-08,0.003630828,3.84E-07,7.90E-06,0.003635984,8.59E-06,4.96E-07,5.11E-06,0,0.014443761,2.23E-07,6.35E-06,0.014448182,6.94E-06,0.010132294,3.02E-06,7.28E-05
2014,REI,U2,0.017772741,0.014587841,0.042514924,0.017397687,0.01444376,0.042438111,8.03E-06,2.83E-06,0.000209907,0.017551958,1.49E-08,3.76E-06,2.29E-06,0,0.014583667,8.34E-09,2.95E-05,5.75E-06,0.001259436,0.042503527,3.67E-08,0.003630828,3.84E-07,7.90E-06,0.003635984,8.59E-06,4.96E-07,5.11E-06,0,0.014443761,2.23E-07,6.35E-06,0.014448182,6.94E-06,0.010132294,3.02E-06,7.28E-05
2014,VAL,D,0.07549851,0.070853415,0.17484304,0.052835369,0.053020337,0.117422403,4.97E-05,0.000226047,0.007988793,0.066646123,0.000587842,3.94E-05,2.37E-05,0.003076722,0.065811554,6.66E-05,0.000137138,0.001246169,0.034729749,0.139918428,0.003257887,0.012065855,8.69E-05,0.000678113,0.012866861,0.000785835,4.66E-06,2.95E-05,0.000548606,0.053020337,8.99E-05,0.003109799,0.05766626,0.004042065,0.027530876,0.000158094,0.002541737
2014,VAL,U1,0.028320815,0.023920157,0.05701995,0.027458306,0.023731801,0.055709656,1.09E-05,5.03E-05,8.75E-05,0.028154177,1.79E-05,8.30E-08,2.68E-06,6.35E-08,0.023917779,5.47E-07,5.82E-05,0.000290183,0.000524781,0.056566971,0.000104535,0.005479841,2.68E-06,1.17E-05,0.00549187,1.42E-05,8.37E-08,5.65E-06,6.86E-06,0.023731801,1.77E-06,2.89E-06,0.023734358,4.86E-06,0.013198546,2.98E-05,0.000116055
2014,VAL,U2,0.028320815,0.023920157,0.05701995,0.027458306,0.023731801,0.055709656,1.09E-05,5.03E-05,8.75E-05,0.028154177,1.79E-05,8.30E-08,2.68E-06,6.35E-08,0.023917779,5.47E-07,5.82E-05,0.000290183,0.000524781,0.056566971,0.000104535,0.005479841,2.68E-06,1.17E-05,0.00549187,1.42E-05,8.37E-08,5.65E-06,6.86E-06,0.023731801,1.77E-06,2.89E-06,0.023734358,4.86E-06,0.013198546,2.98E-05,0.000116055
2014,VIL,D,0.033327849,0.03503576,0.048208002,0.028852148,0.030435059,0.040156767,1.08E-05,3.13E-06,0.000495169,0.032662077,0.000156647,8.97E-06,2.95E-06,0.000472289,0.034090127,1.98E-05,3.37E-05,5.59E-06,0.001068688,0.047101995,0.000858827,0.007107252,2.39E-05,4.67E-05,0.007240838,7.07E-05,6.84E-07,4.08E-06,2.15E-05,0.030435058,1.96E-05,0.000495045,0.031174246,0.000726196,0.008944279,3.43E-05,0.000227117
2014,VIL,U1,0.015191533,0.012466437,0.027942175,0.015089242,0.012437116,0.027759069,3.79E-06,1.03E-06,7.61E-10,0.015183073,3.64E-06,0,8.63E-07,0,0.012465755,9.16E-08,2.01E-05,2.01E-06,4.57E-09,0.027898997,2.15E-05,0.002975661,4.53E-07,1.83E-06,0.002977468,2.23E-06,0,1.83E-06,0,0.012437117,2.89E-07,8.63E-07,0.012437892,1.08E-06,0.006711279,2.57E-06,1.87E-05
2014,VIL,U2,0.015191533,0.012466437,0.027942175,0.015089242,0.012437116,0.027759069,3.79E-06,1.03E-06,7.61E-10,0.015183073,3.64E-06,0,8.63E-07,0,0.012465755,9.16E-08,2.01E-05,2.01E-06,4.57E-09,0.027898997,2.15E-05,0.002975661,4.53E-07,1.83E-06,0.002977468,2.23E-06,0,1.83E-06,0,0.012437117,2.89E-07,8.63E-07,0.012437892,1.08E-06,0.006711279,2.57E-06,1.87E-05
